BRAND,CATEGORY,STORAGE_TEMP,ARTICLE_CODE,FORECAST_QTY,ACTUAL_QTY,UNIT_PRICE_AED,EXPIRY_DATE,DAYS_TO_EXPIRY
Americana Cakes,Swiss Roll,Ambient,AS-987,326,1077,37.23,11/13/2025,-62
Double A,A4 Paper Box,Ambient,AS-112,1710,1434,37.64,7/12/2035,3466
Double A,A4 Paper Box,Ambient,AS-453,1824,813,48.78,2/1/2035,3305
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-814,1894,1150,37.83,9/18/2026,247
Americana Cakes,Pound Cake,Ambient,AS-486,1115,185,72.92,9/25/2025,-111
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-299,687,1062,62.82,5/15/2026,121
Bic/Stabilo,Highlighters,Ambient,AS-595,810,1992,73.3,12/13/2035,3620
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-861,728,808,80.76,10/30/2025,-76
Bic/Stabilo,Highlighters,Ambient,AS-881,396,1791,51.01,7/14/2035,3468
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-686,1820,641,39.24,12/8/2025,-37
Bic/Stabilo,Highlighters,Ambient,AS-952,1818,2181,41.76,7/6/2035,3460
California Garden,Tuna skips,Ambient,AS-334,1564,2099,12.66,7/23/2027,555
Double A,A4 Paper Box,Ambient,AS-469,1850,2192,35.67,3/12/2035,3344
Bic/Stabilo,Pens,Ambient,AS-552,963,1014,71.37,4/6/2035,3369
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-268,1639,1185,84.83,4/20/2026,96
California Garden,Fava Beans,Ambient,AS-328,1979,2139,62.62,6/8/2027,510
California Garden,Fava Beans,Ambient,AS-871,267,1674,79.37,5/4/2027,475
Americana Cakes,Pound Cake,Ambient,AS-874,1304,1390,59.28,1/4/2026,-10
Bic/Stabilo,Highlighters,Ambient,AS-101,244,551,49.3,1/13/2035,3286
Double A,A4 Paper Box,Ambient,AS-745,733,1775,73.31,3/10/2035,3342
Double A,A4 Paper Box,Ambient,AS-395,699,866,64.42,3/27/2035,3359
Americana Frozen,Burgers,Frozen (-18°C),AS-235,1027,1173,66.92,6/22/2026,159
Double A,A4 Paper Box,Ambient,AS-488,1275,1401,79.98,11/17/2035,3594
Americana Cakes,Pound Cake,Ambient,AS-805,1957,80,17.06,1/26/2026,12
California Garden,Tuna skips,Ambient,AS-826,1309,871,65.01,4/18/2027,459
Bic/Stabilo,Pens,Ambient,AS-122,1638,424,69.88,2/2/2035,3306
Bic/Stabilo,Highlighters,Ambient,AS-654,1893,1936,25.97,8/6/2035,3491
Double A,A4 Paper Box,Ambient,AS-924,1796,1489,35.6,1/16/2035,3289
Bic/Stabilo,Highlighters,Ambient,AS-997,1892,810,6.76,12/6/2035,3613
Double A,A4 Paper Box,Ambient,AS-567,205,2083,59.13,8/4/2035,3489
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-874,1751,850,80.63,10/22/2025,-84
Bic/Stabilo,Highlighters,Ambient,AS-826,1456,1036,26.22,8/25/2035,3510
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-916,1660,1915,30.88,11/13/2025,-62
Double A,A4 Paper Box,Ambient,AS-631,748,1454,37.74,10/1/2035,3547
Double A,A4 Paper Box,Ambient,AS-361,324,1032,43.81,8/26/2035,3511
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-194,1309,1479,72.56,2/2/2026,19
Americana Cakes,Swiss Roll,Ambient,AS-733,118,1014,14.29,9/28/2025,-108
California Garden,Fava Beans,Ambient,AS-814,1668,1200,79.82,3/18/2027,428
Double A,A4 Paper Box,Ambient,AS-385,510,490,7.35,10/14/2035,3560
Americana Cakes,Pound Cake,Ambient,AS-347,196,1583,28.09,1/17/2026,3
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-298,1744,446,75.54,1/1/2026,-13
Double A,A4 Paper Box,Ambient,AS-792,897,960,67.49,7/23/2035,3477
Double A,A4 Paper Box,Ambient,AS-131,745,1693,80.03,8/22/2035,3507
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-936,1146,930,13.83,7/31/2026,198
Double A,A4 Paper Box,Ambient,AS-338,1199,1960,63.56,8/28/2035,3513
California Garden,Tuna skips,Ambient,AS-168,747,1035,79.72,7/30/2027,562
Americana Cakes,Pound Cake,Ambient,AS-763,1703,1619,29.54,5/8/2026,114
Americana Cakes,Pound Cake,Ambient,AS-895,274,618,10.97,11/18/2025,-57
Americana Cakes,Swiss Roll,Ambient,AS-452,1295,2139,51,6/17/2026,154
California Garden,Tuna skips,Ambient,AS-546,191,1203,6.46,6/27/2027,529
Americana Cakes,Swiss Roll,Ambient,AS-314,1401,2165,64.23,11/13/2025,-62
Bic/Stabilo,Pens,Ambient,AS-483,1803,1736,63.59,6/28/2035,3452
Double A,A4 Paper Box,Ambient,AS-558,315,1719,83.83,12/28/2035,3635
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-851,1479,1768,28.55,5/18/2026,124
Double A,A4 Paper Box,Ambient,AS-402,1320,666,26.65,7/14/2035,3468
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-188,369,399,51.71,3/9/2026,54
Bic/Stabilo,Pens,Ambient,AS-171,943,1987,70.17,1/25/2035,3298
California Garden,Fava Beans,Ambient,AS-239,1895,744,76.63,6/19/2027,521
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-702,1110,206,14.95,3/3/2026,48
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-785,260,224,54.84,12/15/2025,-30
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-449,853,113,69.12,12/9/2025,-36
Americana Frozen,Burgers,Frozen (-18°C),AS-831,1699,98,51.85,11/29/2025,-46
California Garden,Tuna skips,Ambient,AS-645,448,1462,36.3,9/17/2027,611
Double A,A4 Paper Box,Ambient,AS-532,459,865,5.28,9/2/2035,3518
Double A,A4 Paper Box,Ambient,AS-970,1688,1673,65.4,11/12/2035,3589
Double A,A4 Paper Box,Ambient,AS-906,1226,1896,46.32,11/13/2035,3590
Double A,A4 Paper Box,Ambient,AS-638,1061,1271,11.05,12/2/2035,3609
Bic/Stabilo,Highlighters,Ambient,AS-368,1416,1757,45.85,8/13/2035,3498
California Garden,Tuna skips,Ambient,AS-706,1758,1861,21.87,7/27/2027,559
Double A,A4 Paper Box,Ambient,AS-114,1869,749,5.64,7/7/2035,3461
Double A,A4 Paper Box,Ambient,AS-579,439,983,16.16,11/17/2035,3594
Double A,A4 Paper Box,Ambient,AS-773,117,438,13.63,2/16/2035,3320
Americana Cakes,Swiss Roll,Ambient,AS-416,199,949,24.8,3/15/2026,60
Bic/Stabilo,Highlighters,Ambient,AS-227,658,186,57.6,3/1/2035,3333
Bic/Stabilo,Pens,Ambient,AS-817,879,1806,45.47,9/27/2035,3543
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-248,755,696,74.89,2/9/2026,26
Double A,A4 Paper Box,Ambient,AS-775,1630,929,46.74,12/1/2035,3608
Americana Cakes,Swiss Roll,Ambient,AS-952,354,285,13.95,2/6/2026,23
California Garden,Tuna skips,Ambient,AS-818,1698,1118,28.01,8/19/2027,582
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-881,610,568,53.53,6/23/2026,160
Americana Cakes,Swiss Roll,Ambient,AS-341,1156,1509,45.6,10/4/2025,-102
Double A,A4 Paper Box,Ambient,AS-783,789,874,56.87,2/28/2035,3332
Americana Cakes,Swiss Roll,Ambient,AS-551,1606,2089,13.82,9/27/2025,-109
Double A,A4 Paper Box,Ambient,AS-196,181,1774,35.35,7/12/2035,3466
Americana Frozen,Burgers,Frozen (-18°C),AS-607,133,1422,28.9,4/12/2026,88
Americana Cakes,Swiss Roll,Ambient,AS-442,1945,225,84.08,6/23/2026,160
California Garden,Fava Beans,Ambient,AS-292,792,1634,49.15,5/14/2027,485
Bic/Stabilo,Highlighters,Ambient,AS-433,1158,1804,40.57,12/15/2035,3622
Bic/Stabilo,Highlighters,Ambient,AS-177,318,1015,31.33,6/21/2035,3445
California Garden,Fava Beans,Ambient,AS-495,936,1869,17.13,7/10/2027,542
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-430,287,989,18.82,11/7/2025,-68
Double A,A4 Paper Box,Ambient,AS-277,608,1338,48.01,12/2/2035,3609
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-394,452,1667,82.17,11/24/2025,-51
Double A,A4 Paper Box,Ambient,AS-201,1707,1415,41.58,10/25/2035,3571
California Garden,Fava Beans,Ambient,AS-765,123,2085,62.18,12/7/2027,692
California Garden,Tuna skips,Ambient,AS-705,796,1818,75.63,1/2/2028,718
Bic/Stabilo,Pens,Ambient,AS-250,1503,1169,21.83,8/18/2035,3503
Double A,A4 Paper Box,Ambient,AS-580,614,1814,35.05,10/24/2035,3570
Double A,A4 Paper Box,Ambient,AS-739,1901,1920,22.69,9/21/2035,3537
Americana Cakes,Swiss Roll,Ambient,AS-441,1910,1662,61.06,8/11/2025,-156
Double A,A4 Paper Box,Ambient,AS-541,1103,1181,57.33,7/18/2035,3472
Bic/Stabilo,Pens,Ambient,AS-321,1977,2001,13.61,8/24/2035,3509
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-345,1436,1625,73.08,6/10/2026,147
Bic/Stabilo,Highlighters,Ambient,AS-723,667,1167,42.63,6/25/2035,3449
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-313,200,1271,60.31,10/23/2025,-83
Double A,A4 Paper Box,Ambient,AS-574,923,1527,69.45,9/27/2035,3543
Double A,A4 Paper Box,Ambient,AS-622,409,968,51.81,4/10/2035,3373
Americana Frozen,Burgers,Frozen (-18°C),AS-160,397,1760,61.38,8/4/2026,202
Bic/Stabilo,Pens,Ambient,AS-178,426,1935,21.73,8/23/2035,3508
Bic/Stabilo,Highlighters,Ambient,AS-962,455,1371,36,11/8/2035,3585
Americana Cakes,Swiss Roll,Ambient,AS-987,1723,1571,9.4,2/15/2026,32
California Garden,Fava Beans,Ambient,AS-910,505,82,11.06,3/27/2027,437
Americana Cakes,Pound Cake,Ambient,AS-142,862,1578,77.48,2/17/2026,34
Bic/Stabilo,Pens,Ambient,AS-969,1779,581,59.28,3/11/2035,3343
Bic/Stabilo,Highlighters,Ambient,AS-977,408,1218,60.75,9/28/2035,3544
Double A,A4 Paper Box,Ambient,AS-802,811,1247,45.85,8/2/2035,3487
Double A,A4 Paper Box,Ambient,AS-295,1054,1912,44.51,1/4/2036,3642
California Garden,Fava Beans,Ambient,AS-325,789,1637,11.72,3/9/2027,419
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-221,1458,693,16.83,9/21/2026,250
California Garden,Tuna skips,Ambient,AS-649,1802,2159,46,8/15/2027,578
Bic/Stabilo,Pens,Ambient,AS-208,1598,1546,53.04,12/18/2035,3625
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-215,1739,961,75.26,12/7/2025,-38
Bic/Stabilo,Pens,Ambient,AS-201,688,231,64.19,6/19/2035,3443
California Garden,Fava Beans,Ambient,AS-589,969,311,35.83,10/22/2027,646
Americana Frozen,Burgers,Frozen (-18°C),AS-338,1491,1320,32.61,12/14/2025,-31
California Garden,Fava Beans,Ambient,AS-718,705,1409,33.2,10/15/2027,639
Americana Cakes,Swiss Roll,Ambient,AS-974,833,639,22.78,8/28/2025,-139
Double A,A4 Paper Box,Ambient,AS-271,749,280,49.32,4/6/2035,3369
California Garden,Tuna skips,Ambient,AS-876,1495,1171,45.56,6/6/2027,508
Bic/Stabilo,Highlighters,Ambient,AS-345,1812,1500,27.97,1/18/2035,3291
Americana Cakes,Pound Cake,Ambient,AS-225,1415,331,49.3,7/9/2026,176
Double A,A4 Paper Box,Ambient,AS-373,396,152,81.74,1/8/2036,3646
California Garden,Tuna skips,Ambient,AS-963,332,946,62.14,12/30/2027,715
Double A,A4 Paper Box,Ambient,AS-375,860,1021,33.27,8/4/2035,3489
Double A,A4 Paper Box,Ambient,AS-934,1449,2019,50.81,9/17/2035,3533
Double A,A4 Paper Box,Ambient,AS-707,944,1612,62.1,12/8/2035,3615
California Garden,Tuna skips,Ambient,AS-834,572,1616,52.51,7/20/2027,552
Double A,A4 Paper Box,Ambient,AS-687,721,1967,33.23,9/1/2035,3517
Double A,A4 Paper Box,Ambient,AS-764,1156,1523,76.69,8/13/2035,3498
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-780,839,299,33.45,1/28/2026,14
Americana Cakes,Pound Cake,Ambient,AS-787,1987,546,74.81,3/26/2026,71
California Garden,Tuna skips,Ambient,AS-595,1259,141,58.26,7/9/2027,541
Bic/Stabilo,Highlighters,Ambient,AS-681,1872,653,20.96,12/15/2035,3622
Bic/Stabilo,Pens,Ambient,AS-754,256,770,54.08,1/30/2035,3303
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-642,1181,997,9.6,7/30/2026,197
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-599,302,1223,55.84,12/6/2025,-39
Bic/Stabilo,Pens,Ambient,AS-235,604,1442,62.16,8/6/2035,3491
Bic/Stabilo,Highlighters,Ambient,AS-242,660,820,29.46,5/8/2035,3401
California Garden,Fava Beans,Ambient,AS-908,137,2038,46.04,10/18/2027,642
Bic/Stabilo,Highlighters,Ambient,AS-137,1763,506,40.2,4/12/2035,3375
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-407,1408,2177,28,1/24/2026,10
Bic/Stabilo,Pens,Ambient,AS-483,981,2046,11.24,5/3/2035,3396
Double A,A4 Paper Box,Ambient,AS-348,942,1177,23.24,4/14/2035,3377
Bic/Stabilo,Highlighters,Ambient,AS-862,1119,678,70.35,6/12/2035,3436
Americana Cakes,Pound Cake,Ambient,AS-522,580,1513,24.39,10/11/2025,-95
California Garden,Fava Beans,Ambient,AS-831,1512,388,23.59,9/7/2027,601
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-458,220,1860,79.85,10/20/2025,-86
Americana Frozen,Burgers,Frozen (-18°C),AS-675,712,1885,50.21,7/14/2026,181
Americana Cakes,Pound Cake,Ambient,AS-415,1773,388,72.07,3/11/2026,56
Americana Cakes,Swiss Roll,Ambient,AS-875,905,1696,63.06,4/26/2026,102
Double A,A4 Paper Box,Ambient,AS-536,1062,641,17.53,6/9/2035,3433
Bic/Stabilo,Highlighters,Ambient,AS-511,1776,348,72.73,3/13/2035,3345
California Garden,Tuna skips,Ambient,AS-969,714,1328,63.17,5/24/2027,495
Double A,A4 Paper Box,Ambient,AS-961,1901,1412,63.82,7/9/2035,3463
Double A,A4 Paper Box,Ambient,AS-405,971,548,59.57,12/23/2035,3630
Bic/Stabilo,Highlighters,Ambient,AS-597,1673,1126,65.11,9/22/2035,3538
Bic/Stabilo,Highlighters,Ambient,AS-704,1479,379,84.63,8/8/2035,3493
Double A,A4 Paper Box,Ambient,AS-514,1671,1516,68.21,4/14/2035,3377
California Garden,Tuna skips,Ambient,AS-683,184,948,52.36,10/12/2027,636
California Garden,Tuna skips,Ambient,AS-153,1104,888,25.49,4/10/2027,451
Double A,A4 Paper Box,Ambient,AS-570,734,961,79.12,2/3/2035,3307
Bic/Stabilo,Highlighters,Ambient,AS-135,674,195,12.05,6/9/2035,3433
California Garden,Fava Beans,Ambient,AS-103,543,1203,8.47,8/10/2027,573
California Garden,Tuna skips,Ambient,AS-801,800,731,11.02,12/25/2027,710
Bic/Stabilo,Pens,Ambient,AS-767,471,1986,18.13,9/12/2035,3528
Bic/Stabilo,Pens,Ambient,AS-885,1773,756,79.38,10/7/2035,3553
Double A,A4 Paper Box,Ambient,AS-209,457,1012,80.08,8/1/2035,3486
Double A,A4 Paper Box,Ambient,AS-552,509,1478,11.3,6/5/2035,3429
Double A,A4 Paper Box,Ambient,AS-906,788,136,16.95,9/19/2035,3535
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-962,748,1677,62.92,1/11/2026,-3
Americana Cakes,Swiss Roll,Ambient,AS-244,790,1370,73,11/6/2025,-69
Bic/Stabilo,Pens,Ambient,AS-832,1339,1790,82.05,11/2/2035,3579
Americana Cakes,Pound Cake,Ambient,AS-371,139,293,31.78,11/27/2025,-48
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-990,153,1652,63.73,3/4/2026,49
Americana Cakes,Swiss Roll,Ambient,AS-290,1707,1532,68.01,5/28/2026,134
Bic/Stabilo,Pens,Ambient,AS-858,890,2200,42.39,3/29/2035,3361
California Garden,Tuna skips,Ambient,AS-880,1518,198,55.55,8/16/2027,579
California Garden,Tuna skips,Ambient,AS-444,1044,958,34.4,8/30/2027,593
Bic/Stabilo,Pens,Ambient,AS-763,1168,108,40.77,3/1/2035,3333
Americana Cakes,Swiss Roll,Ambient,AS-236,1582,1173,79.42,12/1/2025,-44
Double A,A4 Paper Box,Ambient,AS-287,990,532,53.92,6/20/2035,3444
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-700,1460,1369,82.68,7/12/2026,179
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-307,1620,1191,60.75,4/14/2026,90
Bic/Stabilo,Pens,Ambient,AS-234,1731,2191,65.15,4/28/2035,3391
Double A,A4 Paper Box,Ambient,AS-838,127,152,29.67,5/25/2035,3418
Bic/Stabilo,Highlighters,Ambient,AS-659,343,794,79.4,4/18/2035,3381
Americana Cakes,Swiss Roll,Ambient,AS-439,1111,1442,27.09,3/28/2026,73
Double A,A4 Paper Box,Ambient,AS-958,684,2169,18.3,4/11/2035,3374
Double A,A4 Paper Box,Ambient,AS-739,854,892,80.52,1/16/2035,3289
Americana Frozen,Burgers,Frozen (-18°C),AS-721,1957,1543,25.34,11/18/2025,-57
Double A,A4 Paper Box,Ambient,AS-343,1389,1330,12.81,9/26/2035,3542
Americana Frozen,Burgers,Frozen (-18°C),AS-488,771,727,14.68,3/22/2026,67
Bic/Stabilo,Highlighters,Ambient,AS-280,1194,1299,8.93,4/16/2035,3379
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-323,631,1833,66.49,4/29/2026,105
Bic/Stabilo,Highlighters,Ambient,AS-487,974,638,62.55,10/6/2035,3552
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-936,1822,1766,13.06,5/25/2026,131
Bic/Stabilo,Pens,Ambient,AS-335,1099,1317,34.33,6/28/2035,3452
Bic/Stabilo,Highlighters,Ambient,AS-561,726,2077,81.92,10/1/2035,3547
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-642,635,2111,77.69,1/26/2026,12
Bic/Stabilo,Highlighters,Ambient,AS-401,1021,355,25.46,10/5/2035,3551
Americana Cakes,Swiss Roll,Ambient,AS-511,1480,673,79.43,2/4/2026,21
Double A,A4 Paper Box,Ambient,AS-156,581,1367,26.93,7/23/2035,3477
California Garden,Tuna skips,Ambient,AS-939,1420,1208,30.8,5/16/2027,487
California Garden,Fava Beans,Ambient,AS-832,246,1648,67.64,4/18/2027,459
Double A,A4 Paper Box,Ambient,AS-432,1374,1473,76.06,5/13/2035,3406
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-834,209,1649,15.69,6/7/2026,144
Bic/Stabilo,Pens,Ambient,AS-878,1698,303,24.87,2/10/2035,3314
Bic/Stabilo,Highlighters,Ambient,AS-426,103,857,23.32,12/14/2035,3621
California Garden,Fava Beans,Ambient,AS-345,524,2179,44.22,1/6/2028,722
Double A,A4 Paper Box,Ambient,AS-366,1954,838,23.92,5/29/2035,3422
Americana Cakes,Pound Cake,Ambient,AS-875,438,196,61.49,4/14/2026,90
Bic/Stabilo,Highlighters,Ambient,AS-510,411,375,70.91,7/25/2035,3479
Americana Cakes,Pound Cake,Ambient,AS-205,1590,1525,23.41,10/24/2025,-82
Bic/Stabilo,Pens,Ambient,AS-269,293,151,82.67,8/5/2035,3490
Americana Cakes,Pound Cake,Ambient,AS-115,462,2197,83.54,2/8/2026,25
Bic/Stabilo,Highlighters,Ambient,AS-981,267,619,53.16,2/11/2035,3315
California Garden,Tuna skips,Ambient,AS-630,1592,1994,73.49,10/13/2027,637
Double A,A4 Paper Box,Ambient,AS-199,694,1591,48.05,12/30/2035,3637
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-282,440,852,6.6,10/4/2026,263
Americana Cakes,Swiss Roll,Ambient,AS-515,1071,1606,47.51,2/15/2026,32
Bic/Stabilo,Highlighters,Ambient,AS-713,1732,1569,68.75,11/1/2035,3578
Bic/Stabilo,Pens,Ambient,AS-665,110,1485,20.55,10/26/2035,3572
Americana Cakes,Pound Cake,Ambient,AS-308,404,1746,21.27,10/19/2025,-87
Americana Frozen,Burgers,Frozen (-18°C),AS-575,888,1377,7.41,8/10/2026,208
Double A,A4 Paper Box,Ambient,AS-394,212,1948,42.36,3/5/2035,3337
Americana Frozen,Burgers,Frozen (-18°C),AS-948,1475,247,15.38,10/7/2026,266
Bic/Stabilo,Pens,Ambient,AS-891,1087,428,58.66,4/19/2035,3382
Bic/Stabilo,Highlighters,Ambient,AS-707,1527,267,71.67,8/10/2035,3495
Bic/Stabilo,Highlighters,Ambient,AS-954,1195,705,80.91,6/8/2035,3432
Double A,A4 Paper Box,Ambient,AS-161,1526,1575,36.23,11/30/2035,3607
Bic/Stabilo,Highlighters,Ambient,AS-593,301,1876,11.29,3/23/2035,3355
California Garden,Tuna skips,Ambient,AS-307,275,2137,17.32,4/13/2027,454
Americana Frozen,Burgers,Frozen (-18°C),AS-244,1285,533,79.77,9/17/2026,246
Bic/Stabilo,Pens,Ambient,AS-948,1423,1450,33.94,10/15/2035,3561
Americana Cakes,Pound Cake,Ambient,AS-438,267,1754,83.86,9/12/2025,-124
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-978,1118,216,43.68,6/24/2026,161
California Garden,Tuna skips,Ambient,AS-467,1727,1592,77.28,9/14/2027,608
Bic/Stabilo,Pens,Ambient,AS-532,627,1009,23.02,10/12/2035,3558
Bic/Stabilo,Highlighters,Ambient,AS-477,1195,1696,41.75,9/28/2035,3544
Bic/Stabilo,Highlighters,Ambient,AS-323,1955,204,38.01,11/22/2035,3599
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-567,1426,696,32.19,4/13/2026,89
Americana Frozen,Burgers,Frozen (-18°C),AS-727,307,1807,6.85,5/30/2026,136
Double A,A4 Paper Box,Ambient,AS-695,256,550,42.76,4/26/2035,3389
Bic/Stabilo,Pens,Ambient,AS-445,174,1995,14.12,4/30/2035,3393
Bic/Stabilo,Pens,Ambient,AS-704,1547,981,54.31,1/28/2035,3301
Double A,A4 Paper Box,Ambient,AS-576,1105,1682,30.52,12/12/2035,3619
Bic/Stabilo,Highlighters,Ambient,AS-993,859,2090,47.46,7/29/2035,3483
Bic/Stabilo,Highlighters,Ambient,AS-567,479,1035,66.18,7/8/2035,3462
Americana Frozen,Burgers,Frozen (-18°C),AS-503,1287,136,24.91,6/7/2026,144
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-930,1713,1419,24.41,11/22/2025,-53
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-780,1226,1776,49.04,6/7/2026,144
California Garden,Fava Beans,Ambient,AS-457,1422,1152,66.89,12/6/2027,691
Double A,A4 Paper Box,Ambient,AS-790,696,155,39.71,11/20/2035,3597
Americana Cakes,Pound Cake,Ambient,AS-920,185,1353,8.04,5/1/2026,107
Bic/Stabilo,Highlighters,Ambient,AS-554,169,1205,84.16,4/3/2035,3366
Double A,A4 Paper Box,Ambient,AS-297,1183,945,33.04,11/13/2035,3590
Bic/Stabilo,Highlighters,Ambient,AS-379,1178,769,77.38,7/22/2035,3476
Americana Frozen,Burgers,Frozen (-18°C),AS-827,742,1160,71.09,9/13/2026,242
Bic/Stabilo,Pens,Ambient,AS-733,926,2188,15.17,12/31/2035,3638
California Garden,Tuna skips,Ambient,AS-163,452,488,24.08,3/21/2027,431
Bic/Stabilo,Highlighters,Ambient,AS-571,1819,631,39.26,9/10/2035,3526
Americana Frozen,Burgers,Frozen (-18°C),AS-882,1395,2196,28.63,8/1/2026,199
Americana Cakes,Pound Cake,Ambient,AS-950,1412,675,83.49,1/26/2026,12
Double A,A4 Paper Box,Ambient,AS-568,210,1095,33.65,2/7/2035,3311
Bic/Stabilo,Pens,Ambient,AS-423,723,1867,71.99,3/11/2035,3343
Double A,A4 Paper Box,Ambient,AS-112,1197,225,34.43,4/27/2035,3390
Americana Frozen,Burgers,Frozen (-18°C),AS-688,1941,757,37.95,6/19/2026,156
Double A,A4 Paper Box,Ambient,AS-801,1781,1143,66.01,3/23/2035,3355
Double A,A4 Paper Box,Ambient,AS-159,262,956,83.84,9/14/2035,3530
Double A,A4 Paper Box,Ambient,AS-815,512,331,37.42,5/21/2035,3414
Americana Cakes,Pound Cake,Ambient,AS-417,273,1004,13.92,5/11/2026,117
Bic/Stabilo,Pens,Ambient,AS-218,1850,1566,36.22,11/5/2035,3582
California Garden,Tuna skips,Ambient,AS-100,1466,354,50.07,7/13/2027,545
Double A,A4 Paper Box,Ambient,AS-517,1088,1886,12.67,3/4/2035,3336
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-682,1185,932,34.25,6/6/2026,143
Bic/Stabilo,Pens,Ambient,AS-846,748,563,56.18,12/20/2035,3627
Americana Cakes,Swiss Roll,Ambient,AS-414,1244,1976,74.84,3/1/2026,46
California Garden,Tuna skips,Ambient,AS-504,1651,1186,5.18,7/6/2027,538
Americana Cakes,Pound Cake,Ambient,AS-313,828,659,40.35,3/9/2026,54
Double A,A4 Paper Box,Ambient,AS-992,1569,2002,30.83,4/10/2035,3373
Bic/Stabilo,Highlighters,Ambient,AS-195,1397,806,65.39,5/28/2035,3421
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-668,355,578,71.91,8/11/2026,209
California Garden,Tuna skips,Ambient,AS-748,275,724,28.67,11/26/2027,681
Americana Cakes,Pound Cake,Ambient,AS-268,1985,140,41.87,5/13/2026,119
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-508,864,1664,70.64,12/15/2025,-30
California Garden,Fava Beans,Ambient,AS-688,1098,600,81.29,3/6/2027,416
California Garden,Tuna skips,Ambient,AS-972,648,1744,64.35,6/2/2027,504
Bic/Stabilo,Highlighters,Ambient,AS-949,895,661,6.17,7/29/2035,3483
Bic/Stabilo,Pens,Ambient,AS-877,198,523,65.16,11/2/2035,3579
Americana Frozen,Burgers,Frozen (-18°C),AS-897,1660,609,67.25,12/18/2025,-27
California Garden,Fava Beans,Ambient,AS-428,321,429,28.79,6/30/2027,532
California Garden,Tuna skips,Ambient,AS-104,1004,373,33.88,5/24/2027,495
California Garden,Fava Beans,Ambient,AS-625,1883,2063,37.34,10/12/2027,636
California Garden,Tuna skips,Ambient,AS-204,1164,1072,33.95,4/12/2027,453
Americana Cakes,Swiss Roll,Ambient,AS-574,1937,2124,13.59,9/14/2025,-122
Americana Cakes,Pound Cake,Ambient,AS-149,1509,1011,34.52,12/17/2025,-28
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-581,1323,569,20.95,2/15/2026,32
Americana Frozen,Burgers,Frozen (-18°C),AS-914,772,2131,56.49,5/24/2026,130
Double A,A4 Paper Box,Ambient,AS-476,1731,1301,44.91,12/26/2035,3633
Double A,A4 Paper Box,Ambient,AS-534,1828,444,37.49,6/1/2035,3425
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-577,872,1893,81.2,3/14/2026,59
Americana Cakes,Pound Cake,Ambient,AS-499,921,536,43.98,3/20/2026,65
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-720,1361,1019,46.34,10/3/2026,262
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-813,1338,239,23.55,4/3/2026,79
California Garden,Tuna skips,Ambient,AS-321,701,1343,58.13,7/7/2027,539
